url,domain,degree,detect_date,type,report_date,report_hour,app_web_threat_info
,,,,,,,
?http://zy.yanwod.com:9600/rstp/res/apk/36f2f1783875.apk,zy.yanwod.com:9600,0.58,2017050400,reported,20170504,2017050400,"开源情报,2017-04-30,恶意软件"
,,,,,,,
http://zy.yanwod.com/rstp/res/apk/36f2f1783875.apk,zy.yanwod.com,0.58,2017050400,reported,20170504,2017050400,"开源情报,2017-04-30,恶意软件"
,,,,,,,
http://zd.sd.0792zs.cn/res/20170417/201704171011302.apk,zd.sd.0792zs.cn,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://zd.sd.0792zs.cn/res/20170314/20170314170223.apk,zd.sd.0792zs.cn,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://xz.jjskw.cn/91danji/quxiu01/%E4%B8%8D%E8%89%AF%E5%B0%8F%E9%B2%9C%E5%A6%BB%E6%80%BB%E8%A3%81%E5%A4%A7%E5%8F%94%E8%8A%B1%E5%BC%8F%E5%AE%A056525.apk,xz.jjskw.cn,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://x8prn.cxbew.cn/app/zhou02-nifi-%E8%89%B2%E6%92%AD%E5%BD%B1%E9%99%A2-158.apk,x8prn.cxbew.cn,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://www.chaohuida.com/yb6/apk/409457494.apk,www.chaohuida.com,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://www.chaohuida.com/yb6/apk/385551864.apk,www.chaohuida.com,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://wup1.cache.wps.cn/newupdate/2052/per/6391/diffpatch/diff_2052_10.1.0.6207_OEM_to_10.1.0.6391_OEM.exe,wup1.cache.wps.cn,0.58,2017050400,reported,20170504,2017050400,"开源情报,2017-03-31,恶意软件|ThreatBook Labs,2017-03-28,白名单|ThreatBook Labs,2016-05-24,白名单|开源情报,2016-03-25,白名单"
,,,,,,,
http://wespynextpic.weapp.me/snake_20170430182000.apk,wespynextpic.weapp.me,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://wdj-uc1-apk.wdjcdn.com/3/1b/fb6d8bb03071122c31d439c8d35b41b3.apk,wdj-uc1-apk.wdjcdn.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2016-11-14,失陷主机"
,,,,,,,
http://upush.download.meizu.com/push/app/1493710162048/Music_6.3.04.apk,upush.download.meizu.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2017-03-22,白名单|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://uc1-apk.wdjcdn.com/7/50/717042dbdee98782a8ab3b32006a0507.apk,uc1-apk.wdjcdn.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2016-11-14,失陷主机"
,,,,,,,
http://storefs.nearme.com.cn/apk/201704/27/03291f03cf65c2154fa20d72e3337a7b.apk,storefs.nearme.com.cn,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://static.wkanx.com/w001/M00/16/B5/Cgp0RVj8VEuABmIYAHnoQn4EhTg457.apk,static.wkanx.com,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://pz0.3dn.mse.sogou.com/semob5.6.3_145890_R5890_121021013_build26705_1.2.51.833.apk,pz0.3dn.mse.sogou.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2017-03-30,白名单|开源情报,2016-05-03,白名单|ThreatBook Labs,2016-01-25,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://ptd.youyuan.com/apk/download/154655/YouYuan_154655.apk,ptd.youyuan.com,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://policy.video.iqiyi.com/vodservercfg.blf?su=27x2othjrbe3lg4zlgahopw3avn7gexe,policy.video.iqiyi.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2017-03-21,白名单|开源情报,2017-03-02,可疑|开源情报,2016-05-03,白名单|ThreatBook Labs,2016-01-25,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://ota.mmarket.com:38080/rs/res1/mmclient/MM_online_channel_5410016836.apk,ota.mmarket.com:38080,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://nqj4f.totxb.cn/app/xc007-m1ng-%E8%89%B2%E6%92%AD%E5%BD%B1%E9%99%A2-158.apk,nqj4f.totxb.cn,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://mobilead.kuwo.cn/MobileAdServer/scanThread.do?ver=6.9.1.0&appuid=43365266&src=kwplayer_ar_6.9.1.0_73.apk,mobilead.kuwo.cn,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2017-03-22,白名单|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://mdzz.ofo.so:17748/12412/apk/ofo-jydsp7-12412.apk,mdzz.ofo.so:17748,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://mbdapp.iqiyi.com/j/qx/iqiyi_10504.apk,mbdapp.iqiyi.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2017-03-30,白名单|ThreatBook Labs,2017-03-21,白名单|开源情报,2017-03-02,可疑|开源情报,2016-05-03,白名单|ThreatBook Labs,2016-01-25,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://marketres.kk874.com/180/apk/2017/03/22/d9zubm3ksx/1490149949743.apk,marketres.kk874.com,0.58,2017050400,reported,20170504,2017050400,
,,,,,,,
http://m.shouji.360tpcdn.com/170327/c26303fd7cbb51c9176b423be7586ba8/com.linecorp.b612.android_5501.apk,m.shouji.360tpcdn.com,0.58,2017050400,reported,20170504,2017050400,"ThreatBook Labs,2016-06-13,恶意软件|开源情报,2016-04-07,恶意软件"
,,,,,,,
