url,domain,degree,detect_date,type,report_date,report_hour,app_web_threat_info
,,,,,,,
http://zd.sd.0792zs.cn/res/20160922/201609221755446.apk,zd.sd.0792zs.cn,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://www.yunlauncher.com:8000/upload/201705/1493906735624.apk,www.yunlauncher.com:8000,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://www.chinajmjx.com/mobilebak/qmw-mobile-o0xSCwQhgEp2ChNsDTUxDbH5D34w.apk,www.chinajmjx.com,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://ws.yingyonghui.com/858d31e612987ab4f87cf7aa8ad9fc00/590aed8f/apk/4678547/e6d6f0f8eb049e5194250f85df7c163d.apk,ws.yingyonghui.com,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://wappass.bdimg.com/static/appsapi/conf/config.txt?cdnversion=16598811&app_version=4.5&sdk_version=6.7.7&tpl=hiapk,wappass.bdimg.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-14,白名单"
,,,,,,,
http://wappass.bdimg.com/static/appsapi/conf/config.txt?cdnversion=16592088&app_version=4.5.8&sdk_version=6.7.7&tpl=hiapk,wappass.bdimg.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-14,白名单"
,,,,,,,
http://wappass.bdimg.com/static/appsapi/conf/config.txt?cdnversion=16591193&app_version=4.5.2&sdk_version=6.7.7&tpl=hiapk,wappass.bdimg.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-14,白名单"
,,,,,,,
http://wappass.bdimg.com/static/appsapi/conf/config.txt?cdnversion=16590057&app_version=4.5.2&sdk_version=6.7.7&tpl=hiapk,wappass.bdimg.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-14,白名单"
,,,,,,,
http://tencent.myaora.net/test/upload/open/26652/apk/20170105223800_393_8078.apk,tencent.myaora.net,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://static.theme.lenovomm.com/static/theme/static/res/GirlsOfTheWorld-3.1_20141113.apk,static.theme.lenovomm.com,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://sjg1.xiaopi.com:801/small/jiangshizhazhiji_haomeng.apk,sjg1.xiaopi.com:801,0.58,2017050504,reported,20170505,2017050504,"开源情报,2017-04-25,恶意软件|ThreatBook Labs,2017-03-28,白名单"
,,,,,,,
http://sj1.9553.com/shouji/2016/wyyyy_v3.5.2_20160709.apk,sj1.9553.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-13,白名单"
,,,,,,,
http://sj.img4399.com/game_list/28/com.lezhi.romanticholidaysalon/lezhi.romanticholidaysalon.v118064.apk,sj.img4399.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-21,白名单"
,,,,,,,
http://shouji.360tpcdn.com/170225/bd983bbb07073ac84b8b64c350692f12/com.tongchenglove.main_14.apk,shouji.360tpcdn.com,0.58,2017050504,reported,20170505,2017050504,"开源情报,2016-09-27,恶意软件|ThreatBook Labs,2016-06-16,恶意软件|开源情报,2016-05-31,可疑"
,,,,,,,
http://res.gobugogo.com/res/apks/3255-.apk,res.gobugogo.com,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://pz0.3dn.mse.sogou.com/Sogou_Explorer_263500.apk,pz0.3dn.mse.sogou.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-30,白名单|开源情报,2016-05-03,白名单|ThreatBook Labs,2016-01-25,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://puds.ucweb.com/u1/ttyvwyy8twuxytzxux77vtutvttyyx8zt8yxvwt7u98t8zuuuuyv8v8z77xtttuttuttuutuwh/f4a745e95a587ef560c1abd09293b859/UCBrowser_V11.5.0.939_android_pf145_(zh-cn)_ucrelease_(Build170425135715).apk,puds.ucweb.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-28,白名单|开源情报,2016-08-03,可疑|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://puds.ucweb.com/u1/jjolmmmljmknojpnknqnnjkjksmoplqmkrjjsomkqjlmqkkknpjqplpoonjjjkjjkjjkkjkmc/e54c0e58eb0d65ccbca623ecb620694e/UCBrowser_V11.4.9.941_android_pf145_(zh-cn)_ucrelease_(Build170410124117).apk,puds.ucweb.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-28,白名单|开源情报,2016-08-03,可疑|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://puds.ucweb.com/u1/iinklnnqiljmniomjmprmijikiiqnlmkijornmpklojlrkjjjliknpknipmiiijiijiijjijlm/e86182cd343d8df34f3a4dc50a8ba9f2/UCBrowser_V11.5.0.939_android_pf145_(zh-cn)_ucrelease_(Build170425135715).apk,puds.ucweb.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-28,白名单|开源情报,2016-08-03,可疑|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://puds.ucweb.com/u1/gglijllogjhklgmkhkpmighghplnnionikmjonliogmlihhhklnjjgpkkkggghgghgghhghje/92d70401aaf9c31bcff7195fbeb438fa/UCBrowser_V11.5.0.939_android_pf145_(zh-cn)_ucrelease_(Build170425135715).apk,puds.ucweb.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-28,白名单|开源情报,2016-08-03,可疑|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://puds.ucweb.com/u1/eejghjjmehfijekifinlhefegeeflihfgjifegjninenhgfffikemkegmeieeefeefeeffefhv/347405acbfa2c9babacfcf94e28226c8/UCBrowser_V11.5.0.939_android_pf145_(zh-cn)_ucrelease_(Build170425135715).apk,puds.ucweb.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-28,白名单|开源情报,2016-08-03,可疑|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://puds.ucweb.com/u1/aafcdffiadbefagebehhfabacaaiiafgcddfbiadjjdbbbbbbeigghfhbceaaabaabaabbabda/d5595649193f34ffd2abcb1e23179942/UCBrowser_V11.5.0.939_android_pf145_(zh-cn)_ucrelease_(Build170425135715).apk,puds.ucweb.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-28,白名单|开源情报,2016-08-03,可疑|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://p.koowo.com/g.real?device_id=866469027077189&logtime=1493357884637&flag=flow&flow_type=DOWNLOAD_MUSIC&act=FLOW_SHOW_UNICOM&version=kwplayer_ar_8.4.6.0_40.apk,p.koowo.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-22,白名单|开源情报,2016-08-03,可疑"
,,,,,,,
http://newmarket1.tt286.com:8080/mfiles/channels/360/apks/2017/04/07/1491509913160/10e9d772be8c633a994d1fd2fa1614a6.apk,newmarket1.tt286.com:8080,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://newmarket.tt286.com:8080/180/apk/2017/03/20/uo1tail7mi/1490015234566.apk,newmarket.tt286.com:8080,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://msoftdl.360.cn/mobilesafe/shouji360/360safe/6003392/360MobileSafe.apk,msoftdl.360.cn,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-13,白名单|开源情报,2016-05-03,白名单|开源情报,2016-04-19,钓鱼|ThreatBook Labs,2016-01-25,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://mobilead.kuwo.cn/MobileAdServer/scanThread.do?ver=6.9.9.0&appuid=19711048&src=kwplayer_ar_6.9.9.0_87.apk,mobilead.kuwo.cn,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-22,白名单|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://mobilead.kuwo.cn/MobileAdServer/scanThread.do?ver=6.8.9.0&appuid=39919101&src=kwplayer_ar_6.8.9.0_himttest1.apk,mobilead.kuwo.cn,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-22,白名单|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://mobilead.kuwo.cn/MobileAdServer/scanThread.do?ver=6.7.9.0&appuid=53724170&src=kwplayer_ar_6.7.9.0_87test.apk,mobilead.kuwo.cn,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-22,白名单|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://m.shouji.360tpcdn.com/170419/a44200703610ce25bc804f3d66479666/com.babycloud.hanju_3100.apk,m.shouji.360tpcdn.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-06-13,恶意软件|开源情报,2016-04-07,恶意软件"
,,,,,,,
http://m.shouji.360tpcdn.com/170410/dce7bc75d53c4cef32226ab31c8dc8af/com.xiaomi.smarthome_60635.apk,m.shouji.360tpcdn.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-06-13,恶意软件|开源情报,2016-04-07,恶意软件"
,,,,,,,
http://ij849.ftmjjd.cn/app/tjj05-j503-%E8%BF%B7%E6%83%85-127.apk,ij849.ftmjjd.cn,0.58,2017050504,reported,20170505,2017050504,
,,,,,,,
http://file.market.xiaomi.com/download/AppStore/0b2fb4884d00b6afb45d08a922a3622f055408fbc/com.kiloo.subwaysurf.apk,file.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-05-24,白名单|开源情报,2016-04-07,恶意软件|开源情报,2015-11-25,白名单"
,,,,,,,
http://f8.market.xiaomi.com/download/AppStore/0a8304b6238dcc790a8ea3222ef4a52175d41b744/%E5%90%8C%E8%8A%B1%E9%A1%BA-%E8%82%A1%E7%A5%A8%E7%82%92%E8%82%A1_V9.39.13_4282.apk,f8.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://f8.market.xiaomi.com/download/AppStore/06ee84069a5510f99bfbcf32c2473c09b614365f8/%E5%A4%B4%E7%89%88%E5%A4%B4%E6%9D%A1_2.2.6_28.apk,f8.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://f8.market.xiaomi.com/download/AppChannel/09d5d65be08b843092b372b54feb434659c7cc483/%E7%86%8A%E5%87%BA%E6%B2%A1%E4%B9%8B%E7%96%AF%E7%8B%82%E5%BC%B9%E5%B0%84_25.1_251.apk,f8.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://f5.market.xiaomi.com/download/AppStore/0208cb46288fa4f3a06787cd0c7f4a90a9f3b07bb/%E5%A4%A9%E5%A4%A9%E6%A0%BC%E6%96%972-PVP%E8%B5%9B%E5%AD%A3_3.4.2_342.apk,f5.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-06-10,恶意软件|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://f5.market.mi-img.com/download/AppStore/0c89a51ae854dbacb83bff7481fd759f4d742e2c5/\346\211\253\344\270\200\346\211\253_10.0.3_1004.apk,f5.market.mi-img.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-22,白名单"
,,,,,,,
http://f5.market.mi-img.com/download/AppStore/00e075ab11b761c712926e80b3cfcfa96aa40d964/com.eg.android.AlipayGphone.apk,f5.market.mi-img.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2017-03-22,白名单"
,,,,,,,
http://f3.market.xiaomi.com/download/AppStore/0edb34142ef03b094422f8e6ae072a2933c422cfe/%E5%85%8D%E8%B4%B9%E5%B0%8F%E8%AF%B4%E5%90%AC%E4%B9%A6_2.3.24_1325.apk,f3.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-06-10,恶意软件|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
http://f3.market.xiaomi.com/download/AppStore/0228c45f08cbeffd0924e429e75d04b9a5943d84d/%E5%92%AA%E5%92%95%E5%96%84%E8%B7%91_2.9.3_501.apk,f3.market.xiaomi.com,0.58,2017050504,reported,20170505,2017050504,"ThreatBook Labs,2016-06-10,恶意软件|ThreatBook Labs,2016-05-24,白名单|开源情报,2015-11-25,白名单"
,,,,,,,
